,Frequency,Angle of attack,Chord length,Free-stream velocity,Section side displacement thickness
48,0.24242424242424243,0.32882882882882886,0.7272727272727271,0.601010101010101,0.18565425384711468
49,0.11616161616161617,0.7837837837837838,0.0,0.1994949494949496,0.2899455061830233
50,0.1919191919191919,0.21621621621621623,0.0,0.601010101010101,0.008145681192363785
51,0.0404040404040404,0.0,0.0909090909090909,0.0,0.007093218693170963
52,0.11616161616161617,0.0900900900900901,0.7272727272727271,0.1994949494949496,0.052836154925982697
53,0.494949494949495,0.0,0.45454545454545453,1.0,0.0206534258952387
54,0.0404040404040404,0.0,0.7272727272727271,0.0,0.04004642736265972
55,0.0707070707070707,0.0,0.2727272727272727,1.0,0.013963616109037142
56,0.24242424242424243,0.6936936936936938,0.0909090909090909,0.601010101010101,0.46184334736789057
57,0.015151515151515152,0.1801801801801802,0.7272727272727271,0.0,0.08084723386329035
58,0.1919191919191919,0.0,0.9999999999999999,0.0,0.05019732766853131
59,0.09090909090909091,0.7837837837837838,0.0,0.601010101010101,0.27874066089073557
60,0.1919191919191919,0.13513513513513514,0.9999999999999999,0.1994949494949496,0.07854989581390083
61,0.24242424242424243,0.32882882882882886,0.7272727272727271,0.0,0.22179591329297682
62,0.0404040404040404,0.5540540540540542,0.2727272727272727,1.0,0.5753863542705234
63,0.021717171717171715,0.0,0.2727272727272727,0.1994949494949496,0.01831799137185541
64,0.14898989898989898,0.0,0.7272727272727271,0.0,0.04004642736265972
65,0.09090909090909091,0.0900900900900901,0.7272727272727271,0.1994949494949496,0.052836154925982697
66,0.11616161616161617,0.5045045045045046,0.0909090909090909,0.1994949494949496,0.25249029410443447
67,0.015151515151515152,0.0900900900900901,0.7272727272727271,0.0,0.057283099449138786
68,0.14898989898989898,0.13513513513513514,0.9999999999999999,1.0,0.06648072599398959
69,0.0101010101010101,0.0,0.9999999999999999,0.0,0.05019732766853131
70,0.09090909090909091,1.0,0.0,0.1994949494949496,0.3878965399058497
71,0.0303030303030303,0.7837837837837838,0.0,0.1994949494949496,0.2899455061830233
72,0.0707070707070707,0.40090090090090097,0.2727272727272727,1.0,0.17079835281189387
73,0.09090909090909091,0.32882882882882886,0.7272727272727271,0.1994949494949496,0.20595226204968203
74,0.14898989898989898,0.0,0.2727272727272727,0.601010101010101,0.015844478678024083
75,0.005808080808080807,0.5675675675675677,0.45454545454545453,1.0,0.8259732382095982
76,0.015151515151515152,0.5540540540540542,0.2727272727272727,1.0,0.5753863542705234
77,0.015151515151515152,0.7837837837837838,0.0,0.0,0.29757342009354226
78,0.0101010101010101,0.8873873873873874,0.0909090909090909,1.0,0.5812318358683922
79,0.3939393939393939,0.14864864864864866,0.2727272727272727,0.0,0.036435881445014084
80,0.015151515151515152,0.21621621621621623,0.0,0.1994949494949496,0.0087362110157144
81,0.6212121212121212,0.21621621621621623,0.0,0.601010101010101,0.008145681192363785
82,0.0,0.445945945945946,0.45454545454545453,0.1994949494949496,0.3953089760222862
83,0.494949494949495,0.0,0.9999999999999999,0.601010101010101,0.0418910896622408
84,0.494949494949495,0.12162162162162164,0.45454545454545453,0.1994949494949496,0.0439119266062637
85,0.05303030303030304,0.5720720720720721,0.0,0.1994949494949496,0.21762598702189315
86,0.3939393939393939,0.21621621621621623,0.0,1.0,0.007721879466962411
87,0.002525252525252526,0.6936936936936938,0.0909090909090909,0.1994949494949496,0.4802330842260637
88,0.11616161616161617,0.0,0.0,0.601010101010101,0.00020010129869673168
89,0.002525252525252526,0.7837837837837838,0.0,0.601010101010101,0.27874066089073557
90,0.09090909090909091,0.1801801801801802,0.9999999999999999,1.0,0.07890017651596128
91,0.0404040404040404,0.1801801801801802,0.9999999999999999,0.1994949494949496,0.09301190344153894
92,0.3939393939393939,0.7837837837837838,0.0,1.0,0.2706973057932257
93,0.0303030303030303,0.37837837837837845,0.0909090909090909,0.0,0.09320841918974214
94,0.1919191919191919,0.5720720720720721,0.0,1.0,0.20306830725368244
95,0.0101010101010101,0.37837837837837845,0.0909090909090909,0.0,0.09320841918974214
96,0.05303030303030304,0.427927927927928,0.0,0.601010101010101,0.06770688083343639
97,0.24242424242424243,0.0900900900900901,0.7272727272727271,1.0,0.04360629290313715
98,0.3939393939393939,0.1801801801801802,0.9999999999999999,1.0,0.07890017651596128
99,0.021717171717171715,0.5720720720720721,0.0,1.0,0.20306830725368244
100,0.24242424242424243,0.0,0.0,0.601010101010101,0.00020010129869673168
101,0.0101010101010101,0.24324324324324328,0.45454545454545453,1.0,0.06225253452738601
102,0.1919191919191919,0.6936936936936938,0.0909090909090909,1.0,0.4486457634359282
103,0.494949494949495,0.21621621621621623,0.0,1.0,0.007721879466962411
104,0.0101010101010101,0.7027027027027027,0.2727272727272727,0.1994949494949496,0.9041106578109546
105,0.11616161616161617,0.32882882882882886,0.7272727272727271,0.1994949494949496,0.20595226204968203
106,0.09090909090909091,0.23873873873873874,0.7272727272727271,0.1994949494949496,0.09899236032962104
107,0.30808080808080807,0.0,0.0909090909090909,1.0,0.005857479401443372
108,0.494949494949495,0.21621621621621623,0.0,0.601010101010101,0.008145681192363785
109,0.0101010101010101,0.5720720720720721,0.0,0.1994949494949496,0.21762598702189315
110,0.494949494949495,0.0900900900900901,0.7272727272727271,1.0,0.04360629290313715
111,0.494949494949495,0.23873873873873874,0.7272727272727271,1.0,0.08263173476276361
112,0.24242424242424243,0.32432432432432434,0.45454545454545453,1.0,0.12273111794809702
113,0.0101010101010101,1.0,0.0,0.1994949494949496,0.3878965399058497
114,0.30808080808080807,0.0,0.45454545454545453,0.0,0.029190656096785596
115,0.005808080808080807,0.445945945945946,0.45454545454545453,0.601010101010101,0.3524030376645876
116,0.05303030303030304,0.30180180180180183,0.2727272727272727,0.601010101010101,0.08297132776623756
117,0.021717171717171715,0.427927927927928,0.0,0.0,0.07262615268122122
118,0.09090909090909091,0.14864864864864866,0.2727272727272727,0.1994949494949496,0.035350390509544305
119,0.015151515151515152,0.13513513513513514,0.9999999999999999,0.601010101010101,0.07109453652088313
120,0.797979797979798,0.0,0.9999999999999999,1.0,0.039004721514947494
121,0.05303030303030304,0.7027027027027027,0.2727272727272727,1.0,0.7468497922225203
122,0.0101010101010101,0.5540540540540542,0.2727272727272727,0.601010101010101,0.6278612305078357
123,0.0303030303030303,0.8873873873873874,0.0909090909090909,0.1994949494949496,0.6220123012652615
124,0.0707070707070707,0.32432432432432434,0.45454545454545453,1.0,0.12273111794809702
125,0.24242424242424243,0.13513513513513514,0.9999999999999999,0.0,0.08437176104553826
126,0.021717171717171715,0.0,0.7272727272727271,0.0,0.04004642736265972
127,0.09090909090909091,0.21621621621621623,0.0,0.601010101010101,0.008145681192363785
128,0.24242424242424243,0.7837837837837838,0.0,1.0,0.2706973057932257
129,0.3939393939393939,0.06756756756756757,0.9999999999999999,1.0,0.051139051819789276
130,0.021717171717171715,0.24324324324324328,0.45454545454545453,1.0,0.06225253452738601
131,0.015151515151515152,0.0,0.45454545454545453,0.1994949494949496,0.02641219922876878
132,0.015151515151515152,0.40090090090090097,0.2727272727272727,1.0,0.17079835281189387
133,0.0404040404040404,0.14864864864864866,0.2727272727272727,0.1994949494949496,0.035350390509544305
134,0.24242424242424243,0.37837837837837845,0.0909090909090909,1.0,0.08437176104553826
135,0.30808080808080807,0.6936936936936938,0.0909090909090909,1.0,0.4486457634359282
136,0.0,0.7837837837837838,0.0,0.601010101010101,0.27874066089073557
137,0.05303030303030304,0.1801801801801802,0.9999999999999999,1.0,0.07890017651596128
138,0.797979797979798,0.0,0.0,0.1994949494949496,0.0004789123260159024
139,0.24242424242424243,0.37837837837837845,0.0909090909090909,0.601010101010101,0.08701610453451815
140,0.1919191919191919,0.0900900900900901,0.7272727272727271,0.601010101010101,0.04713909443267783
141,0.005808080808080807,0.7837837837837838,0.0,1.0,0.2706973057932257
142,0.24242424242424243,0.427927927927928,0.0,1.0,0.06560623091448535
143,0.14898989898989898,0.0,0.7272727272727271,0.1994949494949496,0.036793746965426234
144,0.494949494949495,0.0,0.2727272727272727,0.601010101010101,0.015844478678024083
145,0.0303030303030303,0.30180180180180183,0.2727272727272727,0.1994949494949496,0.09274298715452403
146,0.3939393939393939,0.24324324324324328,0.45454545454545453,0.601010101010101,0.06778410807483555
147,0.002525252525252526,0.6936936936936938,0.0909090909090909,0.0,0.4927480345063726
148,0.0,0.32882882882882886,0.7272727272727271,1.0,0.17306690302799396
149,0.09090909090909091,0.1801801801801802,0.9999999999999999,0.1994949494949496,0.09301190344153894
150,0.30808080808080807,0.0,0.0,0.601010101010101,0.00020010129869673168
151,0.05303030303030304,0.1801801801801802,0.9999999999999999,0.1994949494949496,0.09301190344153894
152,0.14898989898989898,0.18918918918918923,0.0909090909090909,1.0,0.01770706873007283
153,0.021717171717171715,0.32882882882882886,0.7272727272727271,0.0,0.22179591329297682
154,0.05303030303030304,0.0,0.0909090909090909,1.0,0.005857479401443372
155,0.0707070707070707,0.5540540540540542,0.2727272727272727,0.601010101010101,0.6278612305078357
156,0.05303030303030304,0.0900900900900901,0.7272727272727271,0.0,0.057283099449138786
157,0.14898989898989898,0.32882882882882886,0.7272727272727271,0.1994949494949496,0.20595226204968203
158,0.14898989898989898,0.0,0.9999999999999999,0.1994949494949496,0.046555235801832004
159,0.30808080808080807,0.0,0.0,1.0,0.0
160,0.24242424242424243,0.5720720720720721,0.0,0.1994949494949496,0.21762598702189315
161,0.0707070707070707,0.1801801801801802,0.9999999999999999,1.0,0.07890017651596128
162,0.0404040404040404,0.37837837837837845,0.0909090909090909,0.601010101010101,0.08701610453451815
163,0.015151515151515152,0.30180180180180183,0.2727272727272727,0.601010101010101,0.08297132776623756
164,0.09090909090909091,0.1801801801801802,0.7272727272727271,0.601010101010101,0.06697942780061403
165,0.14898989898989898,0.14864864864864866,0.2727272727272727,0.1994949494949496,0.035350390509544305
166,0.24242424242424243,0.1801801801801802,0.9999999999999999,1.0,0.07890017651596128
167,0.0303030303030303,0.0900900900900901,0.7272727272727271,0.601010101010101,0.04713909443267783
168,0.0707070707070707,0.0,0.45454545454545453,0.0,0.029190656096785596
169,0.1919191919191919,0.445945945945946,0.45454545454545453,0.0,0.42884938753798485
170,0.1919191919191919,0.21621621621621623,0.0,1.0,0.007721879466962411
171,0.0101010101010101,0.427927927927928,0.0,0.0,0.07262615268122122
172,0.0707070707070707,1.0,0.0,1.0,0.362297777968854
173,0.09090909090909091,0.0,0.9999999999999999,0.1994949494949496,0.046555235801832004
174,0.24242424242424243,0.0900900900900901,0.7272727272727271,0.0,0.057283099449138786
175,0.015151515151515152,0.7837837837837838,0.0,0.1994949494949496,0.2899455061830233
176,0.0303030303030303,0.23873873873873874,0.7272727272727271,0.1994949494949496,0.09899236032962104
177,0.30808080808080807,0.5540540540540542,0.2727272727272727,1.0,0.5753863542705234
178,0.11616161616161617,0.5540540540540542,0.2727272727272727,0.0,0.714953907231259
179,0.3939393939393939,0.21621621621621623,0.0,0.601010101010101,0.008145681192363785
180,0.015151515151515152,0.0900900900900901,0.7272727272727271,0.1994949494949496,0.052836154925982697
181,0.021717171717171715,0.13513513513513514,0.9999999999999999,1.0,0.06648072599398959
182,0.0404040404040404,0.32882882882882886,0.7272727272727271,0.1994949494949496,0.20595226204968203
183,0.30808080808080807,0.0,0.2727272727272727,1.0,0.013963616109037142
184,0.09090909090909091,0.12162162162162164,0.45454545454545453,1.0,0.03512853457275701
185,0.09090909090909091,0.13513513513513514,0.9999999999999999,0.601010101010101,0.07109453652088313
186,0.002525252525252526,0.5045045045045046,0.0909090909090909,0.1994949494949496,0.25249029410443447
187,0.09090909090909091,0.37837837837837845,0.0909090909090909,0.601010101010101,0.08701610453451815
188,0.015151515151515152,0.1801801801801802,0.9999999999999999,0.1994949494949496,0.09301190344153894
189,0.0101010101010101,0.0,0.7272727272727271,0.0,0.04004642736265972
190,0.0303030303030303,0.14864864864864866,0.2727272727272727,0.0,0.036435881445014084
191,0.11616161616161617,0.0,0.2727272727272727,0.601010101010101,0.015844478678024083
192,0.0707070707070707,0.24324324324324328,0.45454545454545453,0.601010101010101,0.06778410807483555
193,0.3939393939393939,0.0,0.0,0.1994949494949496,0.0004789123260159024
194,0.0707070707070707,0.0,0.0909090909090909,0.601010101010101,0.006227273772535917
195,0.24242424242424243,0.0,0.45454545454545453,0.1994949494949496,0.02641219922876878
196,0.0303030303030303,0.0900900900900901,0.7272727272727271,1.0,0.04360629290313715
197,0.1919191919191919,0.06756756756756757,0.9999999999999999,1.0,0.051139051819789276
198,0.005808080808080807,0.13513513513513514,0.9999999999999999,0.0,0.08437176104553826
199,0.30808080808080807,0.24324324324324328,0.45454545454545453,0.1994949494949496,0.07670333730973182
200,0.05303030303030304,0.0,0.0909090909090909,0.601010101010101,0.006227273772535917
201,0.797979797979798,0.06756756756756757,0.9999999999999999,1.0,0.051139051819789276
202,0.0303030303030303,0.1801801801801802,0.9999999999999999,0.1994949494949496,0.09301190344153894
203,0.05303030303030304,0.0,0.45454545454545453,0.601010101010101,0.022857849919819852
204,0.14898989898989898,0.24324324324324328,0.45454545454545453,0.601010101010101,0.06778410807483555
205,0.3939393939393939,0.13513513513513514,0.9999999999999999,0.1994949494949496,0.07854989581390083
206,0.09090909090909091,0.21621621621621623,0.0,0.0,0.009138102959013471
207,0.3939393939393939,0.18918918918918923,0.0909090909090909,0.1994949494949496,0.019413825241441144
208,0.09090909090909091,0.0,0.45454545454545453,0.601010101010101,0.022857849919819852
209,0.30808080808080807,0.5675675675675677,0.45454545454545453,1.0,0.8259732382095982
210,0.005808080808080807,0.5045045045045046,0.0909090909090909,0.1994949494949496,0.25249029410443447
211,0.09090909090909091,0.14864864864864866,0.2727272727272727,1.0,0.028055863842029745
212,0.015151515151515152,0.445945945945946,0.45454545454545453,0.1994949494949496,0.3953089760222862
213,0.005808080808080807,0.7837837837837838,0.0,0.0,0.29757342009354226
214,0.14898989898989898,0.13513513513513514,0.9999999999999999,0.0,0.08437176104553826
215,0.0303030303030303,0.1801801801801802,0.7272727272727271,0.1994949494949496,0.07476782957216557
216,0.0,0.7027027027027027,0.2727272727272727,0.1994949494949496,0.9041106578109546
217,0.09090909090909091,0.5045045045045046,0.0909090909090909,0.1994949494949496,0.25249029410443447
218,0.021717171717171715,0.7837837837837838,0.0,1.0,0.2706973057932257
219,0.0404040404040404,0.6936936936936938,0.0909090909090909,0.601010101010101,0.46184334736789057
220,0.0404040404040404,0.1801801801801802,0.7272727272727271,1.0,0.06214979471516749
221,0.0303030303030303,0.0900900900900901,0.7272727272727271,0.0,0.057283099449138786
222,0.24242424242424243,0.445945945945946,0.45454545454545453,0.601010101010101,0.3524030376645876
223,0.05303030303030304,0.32882882882882886,0.7272727272727271,0.0,0.22179591329297682
224,0.015151515151515152,0.13513513513513514,0.9999999999999999,1.0,0.06648072599398959
225,0.05303030303030304,0.5675675675675677,0.45454545454545453,1.0,0.8259732382095982
226,0.24242424242424243,0.0,0.0909090909090909,0.601010101010101,0.006227273772535917
227,0.09090909090909091,0.6936936936936938,0.0909090909090909,0.0,0.4927480345063726
228,0.797979797979798,0.21621621621621623,0.0,0.601010101010101,0.008145681192363785
229,0.1919191919191919,0.32882882882882886,0.7272727272727271,0.0,0.22179591329297682
230,0.14898989898989898,0.7837837837837838,0.0,1.0,0.2706973057932257
231,0.0707070707070707,0.37837837837837845,0.0909090909090909,0.1994949494949496,0.09070077481332815
232,0.021717171717171715,0.30180180180180183,0.2727272727272727,0.601010101010101,0.08297132776623756
233,0.002525252525252526,0.8873873873873874,0.0909090909090909,0.1994949494949496,0.6220123012652615
234,0.0101010101010101,0.13513513513513514,0.9999999999999999,0.0,0.08437176104553826
235,0.14898989898989898,0.5045045045045046,0.0909090909090909,0.1994949494949496,0.25249029410443447
236,0.002525252525252526,0.5675675675675677,0.45454545454545453,0.1994949494949496,1.0000000000000002
237,0.005808080808080807,0.40090090090090097,0.2727272727272727,1.0,0.17079835281189387
238,0.05303030303030304,0.06756756756756757,0.9999999999999999,1.0,0.051139051819789276
239,0.0101010101010101,0.32882882882882886,0.7272727272727271,0.1994949494949496,0.20595226204968203
240,0.3939393939393939,0.0,0.2727272727272727,1.0,0.013963616109037142
241,0.021717171717171715,0.0,0.7272727272727271,0.601010101010101,0.032626406427871533
242,0.1919191919191919,0.0,0.45454545454545453,0.1994949494949496,0.02641219922876878
243,0.494949494949495,0.0,0.9999999999999999,0.0,0.05019732766853131
244,0.30808080808080807,0.1801801801801802,0.7272727272727271,1.0,0.06214979471516749
245,0.24242424242424243,0.427927927927928,0.0,0.0,0.07262615268122122
246,0.0404040404040404,0.8873873873873874,0.0909090909090909,0.1994949494949496,0.6220123012652615
247,0.11616161616161617,0.0,0.7272727272727271,0.1994949494949496,0.036793746965426234
248,0.30808080808080807,0.18918918918918923,0.0909090909090909,1.0,0.01770706873007283
249,0.11616161616161617,0.13513513513513514,0.9999999999999999,0.601010101010101,0.07109453652088313
250,0.09090909090909091,0.13513513513513514,0.9999999999999999,1.0,0.06648072599398959
251,0.021717171717171715,0.32432432432432434,0.45454545454545453,1.0,0.12273111794809702
252,0.3939393939393939,0.13513513513513514,0.9999999999999999,1.0,0.06648072599398959
253,0.797979797979798,0.0,0.0,0.601010101010101,0.00020010129869673168
254,0.005808080808080807,1.0,0.0,1.0,0.362297777968854
255,0.494949494949495,0.0,0.0,0.601010101010101,0.00020010129869673168
256,0.0303030303030303,0.0,0.2727272727272727,0.0,0.018966148576455438
257,0.0707070707070707,0.13513513513513514,0.9999999999999999,0.601010101010101,0.07109453652088313
258,0.015151515151515152,0.0,0.45454545454545453,0.601010101010101,0.022857849919819852
259,0.24242424242424243,0.5675675675675677,0.45454545454545453,0.1994949494949496,1.0000000000000002
260,0.0707070707070707,0.21621621621621623,0.0,0.601010101010101,0.008145681192363785
261,0.09090909090909091,0.0,0.9999999999999999,1.0,0.039004721514947494
262,0.3939393939393939,0.1801801801801802,0.7272727272727271,1.0,0.06214979471516749
263,0.0303030303030303,0.0,0.0909090909090909,0.601010101010101,0.006227273772535917
264,0.05303030303030304,0.32432432432432434,0.45454545454545453,0.1994949494949496,0.14981857286884964
265,0.0,0.5045045045045046,0.0909090909090909,1.0,0.23566923558718167
266,0.14898989898989898,0.1801801801801802,0.7272727272727271,0.601010101010101,0.06697942780061403
267,0.0707070707070707,0.0,0.9999999999999999,0.0,0.05019732766853131
268,0.6212121212121212,0.0,0.0909090909090909,0.601010101010101,0.006227273772535917
269,0.14898989898989898,1.0,0.0,1.0,0.362297777968854
270,0.0,0.7027027027027027,0.2727272727272727,1.0,0.7468497922225203
271,0.021717171717171715,0.1801801801801802,0.7272727272727271,0.1994949494949496,0.07476782957216557
272,0.09090909090909091,0.30180180180180183,0.2727272727272727,1.0,0.07554130866180395
273,0.002525252525252526,0.445945945945946,0.45454545454545453,0.0,0.42884938753798485
274,0.0303030303030303,0.0,0.2727272727272727,0.601010101010101,0.015844478678024083
275,0.0101010101010101,0.445945945945946,0.45454545454545453,0.601010101010101,0.3524030376645876
276,0.0303030303030303,0.06756756756756757,0.9999999999999999,0.1994949494949496,0.06068523524434785
277,0.11616161616161617,0.7837837837837838,0.0,1.0,0.2706973057932257
278,0.3939393939393939,0.14864864864864866,0.2727272727272727,0.1994949494949496,0.035350390509544305
279,0.14898989898989898,0.6936936936936938,0.0909090909090909,1.0,0.4486457634359282
280,0.05303030303030304,0.0,0.7272727272727271,1.0,0.03004222433899946
281,0.24242424242424243,1.0,0.0,1.0,0.362297777968854
282,0.021717171717171715,0.5540540540540542,0.2727272727272727,0.1994949494949496,0.6968744583965647
283,0.14898989898989898,0.0,0.0909090909090909,1.0,0.005857479401443372
284,0.24242424242424243,0.1801801801801802,0.7272727272727271,0.0,0.08084723386329035
285,0.015151515151515152,1.0,0.0,0.1994949494949496,0.3878965399058497
286,0.09090909090909091,0.0,0.0909090909090909,0.0,0.007093218693170963
287,0.0101010101010101,0.0900900900900901,0.7272727272727271,1.0,0.04360629290313715
288,0.6212121212121212,0.0,0.0909090909090909,1.0,0.005857479401443372
289,0.002525252525252526,0.40090090090090097,0.2727272727272727,1.0,0.17079835281189387
290,0.14898989898989898,0.24324324324324328,0.45454545454545453,0.1994949494949496,0.07670333730973182
291,0.0404040404040404,0.5045045045045046,0.0909090909090909,0.1994949494949496,0.25249029410443447
292,0.0101010101010101,0.0900900900900901,0.7272727272727271,0.601010101010101,0.04713909443267783
293,0.0707070707070707,0.18918918918918923,0.0909090909090909,1.0,0.01770706873007283
294,0.05303030303030304,0.6936936936936938,0.0909090909090909,0.1994949494949496,0.4802330842260637
295,0.05303030303030304,0.13513513513513514,0.9999999999999999,0.0,0.08437176104553826
296,0.05303030303030304,0.14864864864864866,0.2727272727272727,1.0,0.028055863842029745
297,0.0707070707070707,0.06756756756756757,0.9999999999999999,0.1994949494949496,0.06068523524434785
298,0.005808080808080807,0.5540540540540542,0.2727272727272727,0.0,0.714953907231259
299,0.002525252525252526,0.5540540540540542,0.2727272727272727,0.1994949494949496,0.6968744583965647
300,0.0101010101010101,0.5045045045045046,0.0909090909090909,1.0,0.23566923558718167
301,0.002525252525252526,0.5675675675675677,0.45454545454545453,1.0,0.8259732382095982
302,0.30808080808080807,0.0,0.45454545454545453,1.0,0.0206534258952387
303,0.1919191919191919,0.445945945945946,0.45454545454545453,0.1994949494949496,0.3953089760222862
304,0.05303030303030304,0.7837837837837838,0.0,0.1994949494949496,0.2899455061830233
305,0.0101010101010101,0.5720720720720721,0.0,1.0,0.20306830725368244
306,0.09090909090909091,0.5540540540540542,0.2727272727272727,0.601010101010101,0.6278612305078357
307,0.0303030303030303,0.0,0.0909090909090909,0.1994949494949496,0.006742558750192938
308,0.1919191919191919,0.0,0.2727272727272727,0.601010101010101,0.015844478678024083
309,0.015151515151515152,0.30180180180180183,0.2727272727272727,0.0,0.09530303573045888
310,0.1919191919191919,0.427927927927928,0.0,1.0,0.06560623091448535
311,0.24242424242424243,0.0,0.45454545454545453,0.601010101010101,0.022857849919819852
312,0.30808080808080807,0.445945945945946,0.45454545454545453,0.0,0.42884938753798485
313,0.494949494949495,0.0,0.0,0.1994949494949496,0.0004789123260159024
314,0.0404040404040404,0.21621621621621623,0.0,0.0,0.009138102959013471
315,0.6212121212121212,0.1801801801801802,0.9999999999999999,1.0,0.07890017651596128
316,0.002525252525252526,0.0,0.9999999999999999,0.1994949494949496,0.046555235801832004
317,0.494949494949495,0.0,0.2727272727272727,1.0,0.013963616109037142
318,0.14898989898989898,0.7837837837837838,0.0,0.1994949494949496,0.2899455061830233
319,0.0101010101010101,0.32432432432432434,0.45454545454545453,0.1994949494949496,0.14981857286884964
320,0.09090909090909091,0.06756756756756757,0.9999999999999999,0.1994949494949496,0.06068523524434785
321,0.09090909090909091,0.445945945945946,0.45454545454545453,0.0,0.42884938753798485
322,0.1919191919191919,0.1801801801801802,0.7272727272727271,0.1994949494949496,0.07476782957216557
323,0.0303030303030303,0.14864864864864866,0.2727272727272727,0.1994949494949496,0.035350390509544305
324,0.0404040404040404,0.12162162162162164,0.45454545454545453,1.0,0.03512853457275701
325,0.05303030303030304,0.6936936936936938,0.0909090909090909,0.601010101010101,0.46184334736789057
326,0.14898989898989898,0.0,0.2727272727272727,1.0,0.013963616109037142
327,0.1919191919191919,0.0,0.0909090909090909,0.1994949494949496,0.006742558750192938
328,0.11616161616161617,0.32882882882882886,0.7272727272727271,0.0,0.22179591329297682
329,0.3939393939393939,0.0,0.2727272727272727,0.601010101010101,0.015844478678024083
330,0.09090909090909091,0.0,0.9999999999999999,0.0,0.05019732766853131
331,0.30808080808080807,0.427927927927928,0.0,1.0,0.06560623091448535
